order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
76b25bee64215dc674a3715b71322c86,43b3c8f820df2026770022a559063a4b,delivered,2017-10-01 10:13:33,2017-10-01 10:24:09,2017-10-02 21:07:05,2017-10-06 22:59:53,2017-10-26 00:00:00,1,150c699262a053229e89213dc9c358d2,cd68562d3f44870c08922d380acae552,2017-10-05 10:24:09,116.0,15.56,sinalizacao_e_seguranca,60.0,480.0,1.0,300.0,16.0,14.0,15.0,8742226ba122b6bb2e450e6691441fe5,30310,belo horizonte,MG
9296285ad7fc6a1f332b14294d846de7,df8e6c9af17b5106918747256f7326dd,delivered,2017-05-29 23:34:35,2017-05-29 23:45:13,2017-05-30 10:35:25,2017-06-06 15:52:09,2017-06-21 00:00:00,1,f264c1d9b20b5e4a340254d0405e613b,7a67c85e85bb2ce8582c35f2203ad736,2017-06-04 23:45:13,69.99,16.74,cool_stuff,48.0,874.0,1.0,1050.0,42.0,25.0,15.0,59320290aeb1ca17c488a7090a1c0944,30672,belo horizonte,MG
2f5521a15f1ab0eb646209fa271d9de4,8253eb6666e74b699841a5ad240bfcda,delivered,2018-08-13 10:19:13,2018-08-14 05:35:17,2018-08-20 13:44:00,2018-08-23 19:22:29,2018-09-04 00:00:00,2,3a362c0e7f9a69276e2d95869a3e143b,c70c1b0d8ca86052f45a432a38b73958,2018-08-21 05:35:17,110.32,18.87,beleza_saude,60.0,919.0,1.0,150.0,22.0,3.0,15.0,9a472b2130845c605e1581b58e27b504,85504,pato branco,PR
9ea0ebee145dfb3f4790d6637345db21,92e9bc030ae552be2a2602a7a72e999b,delivered,2018-01-06 10:24:39,2018-01-06 10:36:30,2018-01-10 17:48:13,2018-01-22 23:58:26,2018-02-08 00:00:00,1,fb55982be901439613a95940feefd9ee,3d871de0142ce09b7081e2b9d1733cb1,2018-01-16 10:36:30,89.0,17.87,papelaria,52.0,211.0,2.0,7000.0,60.0,20.0,30.0,883ce6de316525ee6c45bdc335c0494f,29101,vila velha,ES
5f5c63397b4ecdb2e1bdb739b8b667c1,deebbba0098d787e7531e7b18760bfe8,delivered,2018-08-21 16:08:39,2018-08-22 04:04:23,2018-08-23 12:45:00,2018-08-29 18:42:39,2018-09-26 00:00:00,1,3570caaeaa3f5a1ae76392bb2b4155f9,7008613ea464bad5cb9b83456e1e6a8f,2018-08-29 04:04:23,78.0,26.85,esporte_lazer,31.0,492.0,3.0,1550.0,62.0,18.0,15.0,c21046e84e00a13cf813c70ebf1acf25,11630,ilhabela,SP
9c344aaa4c77f62b5c70c3db948752b8,43712015742ee564b01fe75fa2d76cd2,delivered,2018-01-23 14:01:44,2018-01-23 15:51:36,2018-01-24 16:35:44,2018-01-31 20:13:01,2018-02-15 00:00:00,1,2b0ee2d07306f7c9ac55a43166e9bb4b,1900267e848ceeba8fa32d80c1a5f5a8,2018-01-29 15:51:36,59.99,12.76,cama_mesa_banho,57.0,504.0,1.0,1450.0,30.0,15.0,30.0,0446f9c80a62091906323a0a7a81e8c8,6270,osasco,SP
d40516d201a6c180696f31d77ca651ac,8f8218f15015d63e71aea6a68d9e1b67,delivered,2018-03-13 21:58:21,2018-03-13 22:40:24,2018-03-23 20:38:46,2018-04-06 19:51:34,2018-05-03 00:00:00,2,55bfa0307d7a46bed72c492259921231,343e716476e3748b069f980efbaa294e,2018-03-19 22:30:41,45.9,25.5,livros_interesse_geral,43.0,838.0,1.0,550.0,26.0,7.0,36.0,94b9a50e7c20bb52bb4e7d4f174fc3b6,59670,upanema,RN
5ddedb27d1d30cb41cda46d654ff3d96,853fe739af32030fb7727018ca65bdfd,delivered,2018-07-29 13:10:58,2018-07-30 13:05:14,2018-07-31 15:50:00,2018-08-04 00:48:45,2018-08-17 00:00:00,1,86f0b0b5933fa905e9c2184449cfb634,5e105f5c9f63f5f1fd75d6cb942e55b1,2018-08-03 13:05:14,75.0,18.63,utilidades_domesticas,31.0,161.0,1.0,800.0,68.0,5.0,14.0,1600975a9c11d5940c7f558c7223fc33,31655,belo horizonte,MG
06bd4e8d281ae8780eadabe2f8886368,4dd3a0f00eda9c4ec8d3b86cf231823c,delivered,2018-08-15 11:24:01,2018-08-15 11:35:25,2018-08-16 14:25:00,2018-08-21 20:20:59,2018-08-31 00:00:00,1,c73d2f4d891ae57d20c788f4628d88b9,6e4a902d1054e4e17aa6eab87fac1c75,2018-08-20 11:35:25,99.0,18.79,eletrodomesticos,58.0,995.0,1.0,550.0,16.0,32.0,11.0,edd2329bf3243402e14e0779270088c6,85550,coronel vivida,PR
9579d15470e621248235c5cb9164130e,48e2427ef06f7b5f1cf8d41ff5ca805b,delivered,2018-08-14 20:35:37,2018-08-14 20:50:23,2018-08-15 13:54:00,2018-08-20 22:14:56,2018-08-28 00:00:00,1,6c09be1fc42a113b2f3e558d7df2f133,671585f5a2af58b6e276bc01003c0d2b,2018-08-16 20:50:23,45.0,15.42,utilidades_domesticas,57.0,1058.0,2.0,200.0,23.0,7.0,15.0,79990f52533d7cc779cc7fe75c73369e,4571,sao paulo,SP
c02d8b5948dda3c7be497b0349c7256c,98f28fffa1c9e07ba5a33cb690eb33c4,delivered,2018-03-08 19:38:25,2018-03-08 19:50:34,2018-03-09 18:58:35,2018-04-06 17:18:39,2018-03-28 00:00:00,1,f98ab3dc92c46ebabdc8f613acfae537,bc07d855eac23aab5ac8a120f21d16b2,2018-03-14 19:50:34,37.5,15.23,beleza_saude,58.0,1419.0,1.0,210.0,33.0,8.0,19.0,f4175f11e530f6cdbb97cc95351460f8,79044,campo grande,MS
1c961234d514101345679cb6028102fa,c02e3f49196e557d35818cea44fd76b6,delivered,2017-08-25 12:23:08,2017-08-25 12:35:27,2017-08-29 20:22:43,2017-09-11 21:12:31,2017-09-25 00:00:00,1,4f130a13e2dd77a6f88f31e7addcec0c,4a3ca9315b744ce9f8e9374361493884,2017-08-31 12:35:27,59.9,16.18,cama_mesa_banho,53.0,356.0,2.0,500.0,50.0,10.0,45.0,94b27f5cb0276a9d149375e24de840d2,74650,goiania,GO
112fa58c8aaa3064d45fca374120fd7e,47c04e171bb34f9c39b130197c06a2d2,delivered,2018-06-09 13:26:20,2018-06-09 13:51:26,2018-06-11 14:31:00,2018-06-18 18:34:59,2018-07-26 00:00:00,1,aef09d3b8be874a0a8b1706573a6c9b0,128639473a139ac0f3e5f5ade55873a5,2018-06-13 13:51:26,34.9,22.06,climatizacao,54.0,581.0,2.0,167.0,20.0,9.0,15.0,298bc29da047a0d44d6d910ff4b66273,22631,rio de janeiro,RJ
72a29a34308d7f62487412864e45db51,1a19124c6250a1dd852aed6824b9bac5,delivered,2018-05-11 10:03:37,2018-05-11 10:17:44,2018-05-11 13:46:00,2018-05-22 22:32:38,2018-06-11 00:00:00,1,ccb162ed569f47d83f62aebd5700d7ad,7a241947449cc45dbfda4f9d0798d9d0,2018-05-23 10:17:44,139.0,23.47,climatizacao,56.0,671.0,4.0,8750.0,25.0,25.0,25.0,e1429df8d7fcb85252834ee1552ea20c,71505,brasilia,DF
64eb693e04aa8e46522872834d4dbe03,1702930a3b6e173f7ac11b692a0390cf,delivered,2018-06-18 20:09:06,2018-06-18 20:36:39,2018-06-19 13:43:00,2018-06-27 16:24:34,2018-07-16 00:00:00,1,d22bbc02259111e107ee7916637d4791,8d956fec2e4337affcb520f56fd8cbfd,2018-06-20 20:31:01,69.99,19.68,esporte_lazer,58.0,1074.0,5.0,700.0,16.0,11.0,11.0,ff1b91c908fd2b33214c1faaea69f0e7,76220,fazenda nova,GO
cc7c3c9e0e52b2748d1843228f84c9ad,3b1aeee621c38f6606cc23392ef2fd49,delivered,2017-05-18 17:09:25,2017-05-18 17:25:36,2017-05-24 15:11:20,2017-06-05 14:42:51,2017-06-19 00:00:00,1,a3ceb95649a48c0c54ae4bd1dd66d035,6c177e38df6d3f34182b1f1d427231bf,2017-05-29 17:25:36,130.0,17.35,telefonia,56.0,279.0,2.0,170.0,23.0,5.0,16.0,44c818ed1e855cde4c4c2d0e69794e4c,36050,juiz de fora,MG
2d5a9031ce30f2732d18bb3722b887a4,1fa1869a410018e63e73c5a1fe358492,delivered,2017-05-22 14:38:48,2017-05-22 14:50:07,2017-05-24 12:39:46,2017-06-01 10:55:31,2017-06-30 00:00:00,1,9048cbd294fe0c1a3ec8c8248bc2cadd,6d66611d7c44cc30ce351abc49a68421,2017-05-26 14:50:07,69.9,17.74,instrumentos_musicais,63.0,927.0,9.0,7500.0,55.0,18.0,45.0,eaa290405cf65ee6d656ec9c4000b297,29450,apiaca,ES
57036fa92425953d26c370e6fd4b3943,d824ec16e5d17a3e12b51b5b6fdeb2e5,delivered,2017-03-06 01:03:37,2017-03-06 01:10:15,2017-03-09 09:21:57,2017-03-13 12:15:11,2017-03-27 00:00:00,1,46f739c1cd676603026c0af4d29ef7a5,198c7ea11960a9844b544d9bcdca860c,2017-03-10 01:10:15,139.99,21.06,automotivo,55.0,212.0,3.0,1850.0,20.0,15.0,20.0,34fd99b7879fcbf0cdb65186a2c0560a,7953,francisco morato,SP
e04d6a25eb8f61739c0ab02a8dd7b188,6e2fa0e671b3cac0d560309dd68d43fd,delivered,2018-04-29 22:56:30,2018-04-29 23:10:20,2018-04-30 11:04:00,2018-05-09 19:31:50,2018-05-24 00:00:00,1,5403528d987ad26e8d7cb25940411987,6560211a19b47992c3666cc44a7e94c0,2018-05-06 23:10:20,49.0,15.23,relogios_presentes,58.0,600.0,3.0,250.0,16.0,2.0,11.0,db062747d9ad6703020b2b52362515bc,29160,serra,ES
ec95bda03fcd25491f6e0142ef318ee8,e1f665b9a62b55d9bfc07edf2bbfc9c2,delivered,2017-02-12 18:46:20,2017-02-12 19:02:51,2017-02-13 09:50:59,2017-02-22 10:13:40,2017-03-24 00:00:00,1,8d7372d1b5ad8302fee4eed7f8bb4d84,024b564ae893ce8e9bfa02c10a401ece,2017-02-16 18:46:20,119.5,27.1,instrumentos_musicais,53.0,340.0,1.0,900.0,19.0,19.0,14.0,1ddff67fa0b3cd8e5ed5ecb56c5bb5d6,68515,parauapebas,PA
b01b69dfa0d22c11ded5988a866d2d7c,c750b9812fecaaa048f03db2aecaea15,delivered,2018-07-30 16:09:49,2018-07-30 19:32:03,2018-08-01 15:09:00,2018-08-06 19:22:49,2018-08-24 00:00:00,1,a291cc846d74d97f01611894f983073b,de722cd6dad950a92b7d4f82673f8833,2018-08-01 17:06:56,189.9,20.52,cool_stuff,58.0,478.0,1.0,600.0,22.0,6.0,22.0,b35a887f367ac1bb32d69d28bb036f2b,59612,mossoro,RN
c7be34133b7857a83dec6494df176713,5b7e3bcc22566d7b41ca31b0acfad7c4,delivered,2017-03-25 08:27:38,2017-03-28 03:50:55,2017-04-05 09:32:30,2017-05-15 08:17:38,2017-05-02 00:00:00,1,ab8ba49579d5b0173f85517ce22968c6,620c87c171fb2a6dd6e8bb4dec959fc6,2017-04-03 03:50:55,229.9,26.1,perfumaria,38.0,476.0,2.0,414.0,23.0,15.0,18.0,075564a7fc400fa02ad51283123de2a9,62040,sobral,CE
15513623d17d4fbfb1fc871c176e9f75,7abba8fbc4eb6715f25a9e6b281eff0e,delivered,2018-06-23 20:59:56,2018-06-23 21:15:58,2018-07-04 13:07:00,2018-07-05 19:57:44,2018-07-05 00:00:00,2,8ab5b652aa203b172a243df4c604ef97,688756f717c462a206ad854c5027a64a,2018-06-27 21:15:58,19.99,7.4,utilidades_domesticas,57.0,235.0,1.0,200.0,22.0,22.0,22.0,082404643acd430a6fcd6ac0c6027e02,18071,sorocaba,SP
6fc43344397e467b002e0255391ffc12,bd394e7a5c0a3aa178be002bec55877c,delivered,2018-03-05 15:22:00,2018-03-05 15:35:36,2018-03-08 01:38:35,2018-04-03 19:30:50,2018-03-23 00:00:00,1,345ebf31824c3871cbb94c377190d6f9,ede0c03645598cdfc63ca8237acbe73d,2018-03-09 15:31:23,59.0,1.72,informatica_acessorios,43.0,463.0,2.0,140.0,16.0,13.0,12.0,21b318668bb97ce15c5bb21e0275060f,27213,volta redonda,RJ
43ed2e201f59c4d2f7778d8e8c526fae,af06df1640aa1b80da72dc5687ce5a92,delivered,2017-05-29 17:45:13,2017-05-29 18:45:24,2017-05-30 16:26:04,2017-06-01 14:53:44,2017-06-21 00:00:00,1,e939d1e099a84143323ac0e7e90992de,46dc3b2cc0980fb8ec44634e21d2718e,2017-06-02 18:45:24,169.99,15.95,brinquedos,54.0,527.0,2.0,1100.0,30.0,21.0,32.0,e0684064315b305e1b1bb08e817c7a66,4514,sao paulo,SP
9ede3a76d22fdfce4d6be1e75ab3e1a5,c7e36e97f12db1f22a857dd5d6e50215,delivered,2017-06-10 13:07:05,2017-06-10 13:15:16,2017-06-12 15:00:43,2017-06-19 18:36:49,2017-07-07 00:00:00,1,31d976f5306d3408e3d41d670343495f,d624126b9206f595fb3fbb6ba03b28a8,2017-06-15 13:15:16,359.9,20.76,automotivo,58.0,1063.0,3.0,2600.0,25.0,15.0,20.0,a4256a04a7078f478e598467d9727225,22640,rio de janeiro,RJ
a3d6f1c32e941d70a3261b7080854aa2,d96e56d19ecb5dbab5dcf308b5896258,delivered,2018-01-16 10:05:17,2018-01-16 10:11:29,2018-01-22 18:34:43,2018-02-08 18:55:50,2018-02-07 00:00:00,1,1b8ee158f59c098470fad33f39660964,1554a68530182680ad5c8b042c3ab563,2018-01-22 10:11:29,139.9,23.78,moveis_sala,32.0,327.0,2.0,6200.0,55.0,14.0,47.0,1346dcd91cd067f67ef0f0016f273a88,13304,itu,SP
7131224bb3afd2aa3e6b81ca40bd8e4a,6d17655475970195afeb70c1f2fa4b80,delivered,2017-12-14 10:19:21,2017-12-14 10:33:32,2017-12-15 17:59:18,2017-12-17 16:36:41,2018-01-03 00:00:00,1,5b8423dc7f23089c9c59c5d140eb5a1c,c8b3445d737de6befde0c88ede534a5e,2017-12-20 10:31:37,129.99,14.51,brinquedos,59.0,1629.0,3.0,5250.0,51.0,15.0,52.0,f4247aab6898d547d364286a6caed2e6,11060,santos,SP
23cb4df42223720155bea8a496cfd0a1,8b49b977b6b9c7c5f5c231f11b0d019c,delivered,2017-10-11 13:41:45,2017-10-11 13:56:13,2017-10-13 18:12:11,2017-10-16 18:12:12,2017-10-27 00:00:00,1,431d674f9a4fbd0957ecf6ba3fcb6899,53243585a1d6dc2643021fd1853d8905,2017-10-18 14:56:13,289.0,10.59,telefonia,56.0,1892.0,4.0,450.0,17.0,3.0,11.0,a0426e3c236eaabb9174e78e8f3ec6f9,43700,simoes filho,BA
f4c47c5163aecbdc7ce04fa55857b332,a75907958158e25506f50ad5fcd605c0,delivered,2017-09-30 16:32:28,2017-09-30 16:49:35,2017-10-02 18:18:09,2017-10-09 19:52:51,2017-10-26 00:00:00,1,b2b938c46aafdbf702d73e7edb9cb263,f8db351d8c4c4c22c6835c19a46f01b0,2017-10-05 16:49:35,22.9,15.1,pet_shop,50.0,365.0,3.0,800.0,24.0,12.0,12.0,23584853216d380c003d9ba9fa962428,30535,belo horizonte,MG
2ff4dba9b7e65ee15034ed2b0004048d,f3721694bcec86501e4a19cf459d3b28,delivered,2018-05-23 18:35:24,2018-05-23 18:57:12,2018-05-28 13:54:00,2018-06-08 13:38:45,2018-06-28 00:00:00,1,6b0894fbd8143c541f3c40622d8a9603,9df5750209b83567ec144eb299d7d634,2018-05-29 18:57:12,980.0,33.59,ferramentas_jardim,60.0,3088.0,6.0,1200.0,34.0,7.0,22.0,b845ca585648feec8dccd229c0ce48ee,38700,patos de minas,MG
c76aedd9fd59ea0c51535fd72fe97d9a,c5a94d20980806febe5ae3c0b653dde0,delivered,2017-12-09 16:44:19,2017-12-09 16:55:47,2017-12-11 17:33:40,2017-12-20 19:48:03,2018-01-04 00:00:00,1,9fc0c73ce4d0eaaead44e81eeefebeb0,c3867b4666c7d76867627c2f7fb22e21,2017-12-14 16:55:47,68.0,11.98,esporte_lazer,57.0,1949.0,1.0,350.0,21.0,26.0,21.0,3a40c20f9cad0f453dce78648a2e22f3,13219,jundiai,SP
20530ee11f40ad96e576465649828c2d,7a7d13d8c12d08f68dcdd14385e7c1c1,delivered,2017-11-24 22:33:04,2017-11-25 01:33:24,2017-11-25 16:31:36,2017-11-27 18:39:02,2017-12-08 00:00:00,1,9095a5b548eb913258279d5aea381643,00ee68308b45bc5e2660cd833c3f81cc,2017-11-30 01:31:39,110.0,8.96,cama_mesa_banho,52.0,634.0,4.0,1150.0,40.0,30.0,20.0,22b34225782cfc9df038af966053dd91,1452,sao paulo,SP
66b7e4ff35d62613a10899d4eb442216,4ff641591219dcd73b025f1081674247,delivered,2018-07-23 00:39:48,2018-07-28 23:31:04,2018-07-24 14:38:00,2018-07-31 23:38:35,2018-08-09 00:00:00,1,2028bf1b01cafb2d2b1901fca4083222,cc419e0650a3c5ba77189a1882b7556a,2018-07-26 03:45:07,49.99,18.45,perfumaria,54.0,1536.0,2.0,250.0,20.0,8.0,21.0,ece905d3c9bb0dc1665e13caa84ab302,28640,carmo,RJ
0dad6beca7ed0e352668498c29089900,2528510465c7572dedee4431a7d52e08,delivered,2017-12-02 14:08:33,2017-12-02 14:17:20,2017-12-08 21:21:12,2017-12-13 09:44:38,2017-12-27 00:00:00,1,cfc4861ae14c9e9e7679355f863c18d4,e5e33c0d8e7e002f398f5dc4cbbb338f,2017-12-07 14:17:20,98.7,12.19,automotivo,58.0,874.0,5.0,150.0,23.0,3.0,16.0,52a7fb2dfa60628b04619fa279d3e27c,16072,aracatuba,SP
355b3b76919942127a5b1adf689f1f2f,367e6be143018c5f8b5d70dc90713fed,delivered,2018-02-10 02:19:28,2018-02-10 02:30:26,2018-02-14 19:35:46,2018-02-19 11:32:40,2018-03-07 00:00:00,1,b18e0067418085fab0785606c86d875c,6d803cb79cc31c41c4c789a75933b3c7,2018-02-16 02:30:26,185.0,14.31,esporte_lazer,45.0,772.0,1.0,1300.0,30.0,30.0,35.0,ea3f9ba2162d33a56fa8ff315f2c38ce,3816,sao paulo,SP
ba992a67b91b76a97c227e1ad48658f5,f10d33418980c7f04fe434a6d6c85c5e,delivered,2018-08-03 14:48:15,2018-08-03 15:04:13,2018-08-03 13:58:00,2018-08-14 20:32:31,2018-08-30 00:00:00,1,02d53241d2a3c4b1d65f21028e15fde8,06a2c3af7b3aee5d69171b0e14f0ee87,2018-08-17 15:04:13,64.99,15.56,beleza_saude,46.0,862.0,1.0,400.0,19.0,12.0,13.0,a65e46def361d00d1b4dc1f60167fc91,60870,fortaleza,CE
d34d57040fbd8cc561fddf442352f8eb,0d0ee03c8b494f3343e61156cd13738a,delivered,2018-06-18 19:00:17,2018-06-18 19:21:17,2018-06-29 11:05:00,2018-07-03 20:26:47,2018-07-25 00:00:00,1,ba4a91633739ceceb2b73b627e2cfbc3,7c67e1448b00f6e969d365cea6b010ab,2018-07-02 19:21:17,139.99,35.97,moveis_escritorio,57.0,1296.0,1.0,8750.0,52.0,51.0,17.0,dba41c3fd8f8d02f2586216bb9637595,30190,belo horizonte,MG
c0c735876359d7431dbd45a8fb0e238b,e2f8991948307e6172c3c55e7d986d9c,delivered,2018-02-23 00:11:32,2018-02-23 20:20:25,2018-02-26 18:57:01,2018-03-08 15:24:09,2018-03-22 00:00:00,3,a5e28e21acf7c99188ad33f688f18837,9f505651f4a6abe901a56cdc21508025,2018-03-01 20:20:25,32.99,24.9,informatica_acessorios,58.0,174.0,3.0,1550.0,20.0,4.0,20.0,6b53299bab38efddcd8c561e277c6778,58028,joao pessoa,PB
2bdfeff498c8742708633364e3eeee08,3a940b0b8f29b36c928c4c91d83dd7d0,delivered,2017-12-10 19:50:59,2017-12-10 19:57:32,2017-12-12 18:18:55,2017-12-17 11:59:03,2017-12-28 00:00:00,1,6bbe55cf8f85c87b6eebb775a53402f4,0db783cfcd3b73998abc6e10e59a102f,2017-12-14 19:57:32,69.9,9.27,tablets_impressao_imagem,54.0,512.0,1.0,283.0,22.0,12.0,21.0,8939a54202ba6831a502fa64187d1702,8720,mogi das cruzes,SP
aad9d209c0127f5edddca4e4a3fcd8e2,1b56becc60eeb912a3fbd83c000f51bb,delivered,2017-06-24 21:11:40,2017-06-24 21:25:12,2017-06-27 14:03:10,2017-07-03 13:51:56,2017-07-18 00:00:00,1,a6d040e128bd9c3f2f4c04f27f3ffbf6,822166ed1e47908f7cfb49946d03c726,2017-06-28 21:25:12,79.99,17.81,cama_mesa_banho,50.0,216.0,2.0,1400.0,34.0,14.0,34.0,177367d56b443995a4d4199475958d85,6020,osasco,SP
3789bf493d97b36ed2f5a866cc668abb,704a8cf1cb8d9dabf20a5e2cbeaae0ba,delivered,2018-08-05 16:57:29,2018-08-05 17:10:18,2018-08-06 14:58:00,2018-08-10 01:22:28,2018-08-14 00:00:00,1,437c05a395e9e47f9762e677a7068ce7,7f7b8245c336066a1f9933c359f11d77,2018-08-10 17:10:18,51.89,7.62,beleza_saude,40.0,409.0,1.0,1110.0,19.0,11.0,18.0,8ce10399d5a3b5d565a348ba4cdfad9c,4851,sao paulo,SP
3a6cac3e6717e6a7ee4cb28aaa149a91,766d9773a9cfa50e19a5c27a88d1b911,delivered,2017-01-18 20:14:17,2017-01-18 20:25:12,2017-01-20 11:07:49,2017-01-27 17:14:19,2017-02-20 00:00:00,1,99b89f140f651db441848081814dd1a1,3340ef1913fb70d28420f6ceb685c339,2017-01-22 20:14:17,199.9,19.99,informatica_acessorios,32.0,296.0,1.0,1000.0,24.0,25.0,21.0,960c60e7ac1870b12902f5685d7cce08,30315,belo horizonte,MG
43e1069a30462196f230706e01f65785,9c220f3764a4e5a34b62cbc96c21c1b1,delivered,2018-03-06 14:16:41,2018-03-06 14:35:45,2018-03-23 20:38:36,2018-04-05 13:06:38,2018-04-02 00:00:00,1,4298b7e67dc399c200662b569563a2b2,88460e8ebdecbfecb5f9601833981930,2018-03-12 14:30:46,149.9,14.17,informatica_acessorios,58.0,420.0,1.0,200.0,21.0,14.0,15.0,3120f54da23ff19d587558a5fdc7a284,15051,sao jose do rio preto,SP
